Categoria,Nombre,Ubicacion,Dimensiones,Tipo de archivo,Numero de Personas,Simulacion,Recortado,Comentarios
Tela,0_0_5.jpg,Base/AFDB_masked_face_dataset/zhengshuang/0_0_5.jpg,204x149,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_7.jpg,Base/AFDB_masked_face_dataset/zhengshuang/0_0_7.jpg,222x147,.jpg,Singular,NO_Simulado,Recortado,.
Tela,1_0_23.jpg,Base/AFDB_masked_face_dataset/zhengshuang/1_0_23.jpg,194x108,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_0.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_0.jpg,320x202,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_1.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_1.jpg,322x205,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_10.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_10.jpg,212x159,.jpg,Singular,NO_Simulado,Recortado,.
Clinico,0_0_3.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_3.jpg,289x321,.jpg,Singular,Simulado,Recortado,.
Clinico,0_0_4.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_4.jpg,1083x708,.jpg,Singular,Simulado,Recortado,.
Clinico_valvula,0_0_5.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_5.jpg,651x449,.jpg,Singular,Simulado,Recortado,.
Tela,0_0_6.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_6.jpg,1373x730,.jpg,Singular,NO_Simulado,Recortado,.
Clinico_valvula,0_0_7.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_7.jpg,1176x877,.jpg,Singular,Simulado,Recortado,.
Clinico_valvula,0_0_8.jpg,Base/AFDB_masked_face_dataset/zhengxiujin/0_0_8.jpg,527x347,.jpg,Singular,Simulado,Recortado,.
Convencional,0_0_0.jpg,Base/AFDB_masked_face_dataset/zhonghanliang/0_0_0.jpg,169x138,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_1.jpg,Base/AFDB_masked_face_dataset/zhonghanliang/0_0_1.jpg,185x145,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_1.jpeg,Base/AFDB_masked_face_dataset/zhongliti/0_0_1.jpeg,218x191,.jpeg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_0.jpg,Base/AFDB_masked_face_dataset/zhongxintong/0_0_0.jpg,214x141,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_2.jpg,Base/AFDB_masked_face_dataset/zhongxintong/0_0_2.jpg,898x711,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_1.jpg,Base/AFDB_masked_face_dataset/zhoubichang/0_0_1.jpg,104x101,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_3.jpg,Base/AFDB_masked_face_dataset/zhoubichang/0_0_3.jpg,148x104,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_12.jpg,Base/AFDB_masked_face_dataset/zhoudongyu/0_0_12.jpg,246x160,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_2.jpg,Base/AFDB_masked_face_dataset/zhoudongyu/0_0_2.jpg,211x138,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_3.jpg,Base/AFDB_masked_face_dataset/zhoudongyu/0_0_3.jpg,306x161,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_5.jpg,Base/AFDB_masked_face_dataset/zhoudongyu/0_0_5.jpg,254x168,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_6.jpg,Base/AFDB_masked_face_dataset/zhoudongyu/0_0_6.jpg,148x116,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_0.jpg,Base/AFDB_masked_face_dataset/zhoujielun/0_0_0.jpg,448x353,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_10.jpg,Base/AFDB_masked_face_dataset/zhoujielun/0_0_10.jpg,233x163,.jpg,Singular,Simulado,Recortado,.
Tela,0_0_12.jpg,Base/AFDB_masked_face_dataset/zhoujielun/0_0_12.jpg,201x159,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_16.jpg,Base/AFDB_masked_face_dataset/zhoujielun/0_0_16.jpg,164x112,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_2.jpg,Base/AFDB_masked_face_dataset/zhoujielun/0_0_2.jpg,184x137,.jpg,Singular,Simulado,Recortado,.
Convencional,0_0_6.jpg,Base/AFDB_masked_face_dataset/zhoujielun/0_0_6.jpg,251x275,.jpg,Singular,Simulado,Recortado,.
Convencional,1_0_22.jpg,Base/AFDB_masked_face_dataset/zhoujielun/1_0_22.jpg,196x137,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_1.jpg,Base/AFDB_masked_face_dataset/zhouxun/0_0_1.jpg,148x109,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_10.jpg,Base/AFDB_masked_face_dataset/zhouxun/0_0_10.jpg,237x178,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_2.jpg,Base/AFDB_masked_face_dataset/zhouxun/0_0_2.jpg,193x132,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_3.jpg,Base/AFDB_masked_face_dataset/zhouxun/0_0_3.jpg,200x140,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_5.jpg,Base/AFDB_masked_face_dataset/zhouxun/0_0_5.jpg,136x100,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_6.jpg,Base/AFDB_masked_face_dataset/zhouxun/0_0_6.jpg,221x147,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_7.jpg,Base/AFDB_masked_face_dataset/zhouxun/0_0_7.jpg,179x116,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,1_0_16.jpg,Base/AFDB_masked_face_dataset/zhouxun/1_0_16.jpg,198x141,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,1_0_17.jpg,Base/AFDB_masked_face_dataset/zhouxun/1_0_17.jpg,269x191,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,1_0_8.jpg,Base/AFDB_masked_face_dataset/zhouxun/1_0_8.jpg,177x125,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_0.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_0.jpg,209x147,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_11.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_11.jpg,242x136,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_12.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_12.jpg,229x136,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_13.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_13.jpg,220x152,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_2.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_2.jpg,176x134,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_24.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_24.jpg,226x147,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_3.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_3.jpg,352x235,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_5.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_5.jpg,181x133,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_8.jpg,Base/AFDB_masked_face_dataset/zhouyumin/0_0_8.jpg,198x136,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,1_0_13.jpg,Base/AFDB_masked_face_dataset/zhudan/1_0_13.jpg,461x333,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,1_0_230a148bd97a4a1ab85132dbc2cf3022.jpeg,Base/AFDB_masked_face_dataset/zhudan/1_0_230a148bd97a4a1ab85132dbc2cf3022.jpeg,164x121,.jpeg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_3-130615133545192.jpg,Base/AFDB_masked_face_dataset/zhuowenxuan/0_0_3-130615133545192.jpg,301x256,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0_0_e87cac09ly1g946kdzavqj20da09o3z9.jpg,Base/AFDB_masked_face_dataset/zhuting/0_0_e87cac09ly1g946kdzavqj20da09o3z9.jpg,146x127,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_0.jpg,Base/AFDB_masked_face_dataset/zhuyawen/0_0_0.jpg,110x100,.jpg,Singular,NO_Simulado,Recortado,.
Otros,0_0_2.jpg,Base/AFDB_masked_face_dataset/zhuyawen/0_0_2.jpg,365x245,.jpg,Singular,NO_Simulado,Recortado,Mal puesto
Tela,0_0_3.jpg,Base/AFDB_masked_face_dataset/zhuyawen/0_0_3.jpg,317x234,.jpg,Singular,NO_Simulado,Recortado,.
Tela,1_0_1.jpg,Base/AFDB_masked_face_dataset/zhuyawen/1_0_1.jpg,157x110,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_0.jpg,Base/AFDB_masked_face_dataset/zhuyilong/0_0_0.jpg,241x152,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_1.jpg,Base/AFDB_masked_face_dataset/zhuyilong/0_0_1.jpg,333x204,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_11.jpg,Base/AFDB_masked_face_dataset/zhuyilong/0_0_11.jpg,195x149,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_2.jpg,Base/AFDB_masked_face_dataset/zhuyilong/0_0_2.jpg,286x204,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0_0_5.jpg,Base/AFDB_masked_face_dataset/zhuyilong/0_0_5.jpg,195x124,.jpg,Singular,NO_Simulado,Recortado,.
Otros,0_0_8.jpg,Base/AFDB_masked_face_dataset/zhuyilong/0_0_8.jpg,179x118,.jpg,Singular,NO_Simulado,Recortado,Mal puesto
Convencional,1_0_6.jpg,Base/AFDB_masked_face_dataset/zhuyilong/1_0_6.jpg,416x328,.jpg,Singular,NO_Simulado,Recortado,.
Otros,1_0_7.jpg,Base/AFDB_masked_face_dataset/zhuyilong/1_0_7.jpg,248x164,.jpg,Singular,NO_Simulado,Recortado,Mal puesto
Otros,1_0_9.jpg,Base/AFDB_masked_face_dataset/zhuyilong/1_0_9.jpg,209x151,.jpg,Singular,NO_Simulado,Recortado,Mal puesto
Convencional,0_0_006vBMIgjw1fabb8ghpxrj30im0cgjt5.jpg,Base/AFDB_masked_face_dataset/zuojinzhu/0_0_006vBMIgjw1fabb8ghpxrj30im0cgjt5.jpg,251x254,.jpg,Singular,NO_Simulado,Recortado,Mal puesto
Convencional,0000.jpg,Base/RMFD/RWMFD_part_1/0000/0000.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0001.jpg,Base/RMFD/RWMFD_part_1/0000/0001.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,.
Clinico,0002.jpg,Base/RMFD/RWMFD_part_1/0000/0002.jpg,192x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0003.jpg,Base/RMFD/RWMFD_part_1/0000/0003.jpg,256x206,.jpg,Singular,NO_Simulado,Recortado,.
Convencional,0000.jpg,Base/RMFD/RWMFD_part_1/0001/0000.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0001.jpg,Base/RMFD/RWMFD_part_1/0001/0001.jpg,192x256,.jpg,Plural,NO_Simulado,NO_Recortado,.
Clinico_valvula,0002.jpg,Base/RMFD/RWMFD_part_1/0001/0002.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Otros,0003.jpg,Base/RMFD/RWMFD_part_1/0001/0003.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,Mal puesto
Tela,0004.jpg,Base/RMFD/RWMFD_part_1/0001/0004.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0005.jpg,Base/RMFD/RWMFD_part_1/0001/0005.jpg,256x203,.jpg,Singular,Simulado,NO_Recortado,.
Otros,0006.jpg,Base/RMFD/RWMFD_part_1/0001/0006.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,Mal puesto
Clinico,0007.jpg,Base/RMFD/RWMFD_part_1/0001/0007.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0008.jpg,Base/RMFD/RWMFD_part_1/0001/0008.jpg,200x200,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0009.jpg,Base/RMFD/RWMFD_part_1/0001/0009.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0010.jpg,Base/RMFD/RWMFD_part_1/0001/0010.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0011.jpg,Base/RMFD/RWMFD_part_1/0001/0011.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0012.jpg,Base/RMFD/RWMFD_part_1/0001/0012.jpg,192x256,.jpg,Plural,NO_Simulado,NO_Recortado,.
Tela,0013.jpg,Base/RMFD/RWMFD_part_1/0001/0013.jpg,256x256,.jpg,Plural,Simulado,NO_Recortado,.
Tela,0014.jpg,Base/RMFD/RWMFD_part_1/0001/0014.jpg,256x214,.jpg,Plural,Simulado,NO_Recortado,.
Convencional,0015.jpg,Base/RMFD/RWMFD_part_1/0001/0015.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0016.jpg,Base/RMFD/RWMFD_part_1/0001/0016.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0017.jpg,Base/RMFD/RWMFD_part_1/0001/0017.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0018.jpg,Base/RMFD/RWMFD_part_1/0001/0018.jpg,256x158,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0019.jpg,Base/RMFD/RWMFD_part_1/0001/0019.jpg,220x220,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0020.jpg,Base/RMFD/RWMFD_part_1/0001/0020.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0021.jpg,Base/RMFD/RWMFD_part_1/0001/0021.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Otros,0022.jpg,Base/RMFD/RWMFD_part_1/0001/0022.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,No es cubrebocas
Tela,0023.jpg,Base/RMFD/RWMFD_part_1/0001/0023.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,.
Clinico_valvula,0024.jpg,Base/RMFD/RWMFD_part_1/0001/0024.jpg,256x222,.jpg,Singular,NO_Simulado,NO_Recortado,.
Otros,0025.jpg,Base/RMFD/RWMFD_part_1/0001/0025.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,No es cubrebocas
Tela,0026.jpg,Base/RMFD/RWMFD_part_1/0001/0026.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0027.jpg,Base/RMFD/RWMFD_part_1/0001/0027.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,.
Otros,0028.jpg,Base/RMFD/RWMFD_part_1/0001/0028.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,No es cubrebocas
Tela,0029.jpg,Base/RMFD/RWMFD_part_1/0001/0029.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0030.jpg,Base/RMFD/RWMFD_part_1/0001/0030.jpg,181x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0031.jpg,Base/RMFD/RWMFD_part_1/0001/0031.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0032.jpg,Base/RMFD/RWMFD_part_1/0001/0032.jpg,256x170,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0033.jpg,Base/RMFD/RWMFD_part_1/0001/0033.jpg,256x203,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0034.jpg,Base/RMFD/RWMFD_part_1/0001/0034.jpg,256x128,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0035.jpg,Base/RMFD/RWMFD_part_1/0001/0035.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0036.jpg,Base/RMFD/RWMFD_part_1/0001/0036.jpg,240x240,.jpg,Singular,NO_Simulado,NO_Recortado,.
Sin_cubrebocas,0037.jpg,Base/RMFD/RWMFD_part_1/0001/0037.jpg,248x256,.jpg,Singular,NO_Simulado,NO_Recortado,No es cubrebocas
Otros,0038.jpg,Base/RMFD/RWMFD_part_1/0001/0038.jpg,248x256,.jpg,Singular,NO_Simulado,NO_Recortado,No es cubrebocas
Tela,0039.jpg,Base/RMFD/RWMFD_part_1/0001/0039.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0040.jpg,Base/RMFD/RWMFD_part_1/0001/0040.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0041.jpg,Base/RMFD/RWMFD_part_1/0001/0041.jpg,250x250,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0042.jpg,Base/RMFD/RWMFD_part_1/0001/0042.jpg,250x250,.jpg,Singular,Simulado,NO_Recortado,.
Otros,0043.jpg,Base/RMFD/RWMFD_part_1/0001/0043.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,No es cubrebocas
Convencional,0044.jpg,Base/RMFD/RWMFD_part_1/0001/0044.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0045.jpg,Base/RMFD/RWMFD_part_1/0001/0045.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0046.jpg,Base/RMFD/RWMFD_part_1/0001/0046.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0047.jpg,Base/RMFD/RWMFD_part_1/0001/0047.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0048.jpg,Base/RMFD/RWMFD_part_1/0001/0048.jpg,255x255,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0049.jpg,Base/RMFD/RWMFD_part_1/0001/0049.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0050.jpg,Base/RMFD/RWMFD_part_1/0001/0050.jpg,170x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0051.jpg,Base/RMFD/RWMFD_part_1/0001/0051.jpg,194x210,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0052.jpg,Base/RMFD/RWMFD_part_1/0001/0052.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0053.jpg,Base/RMFD/RWMFD_part_1/0001/0053.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Clinico,0054.jpg,Base/RMFD/RWMFD_part_1/0001/0054.jpg,300x244,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0055.jpg,Base/RMFD/RWMFD_part_1/0001/0055.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0056.jpg,Base/RMFD/RWMFD_part_1/0001/0056.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Clinico,0057.jpg,Base/RMFD/RWMFD_part_1/0001/0057.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0058.jpg,Base/RMFD/RWMFD_part_1/0001/0058.jpg,256x211,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0059.jpg,Base/RMFD/RWMFD_part_1/0001/0059.jpg,179x256,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0060.jpg,Base/RMFD/RWMFD_part_1/0001/0060.jpg,256x194,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0061.jpg,Base/RMFD/RWMFD_part_1/0001/0061.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Otros,0062.jpg,Base/RMFD/RWMFD_part_1/0001/0062.jpg,256x256,.jpg,Plural,NO_Simulado,NO_Recortado,Mal puesto
Tela,0063.jpg,Base/RMFD/RWMFD_part_1/0001/0063.jpg,256x143,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0064.jpg,Base/RMFD/RWMFD_part_1/0001/0064.jpg,161x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0065.jpg,Base/RMFD/RWMFD_part_1/0001/0065.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0066.jpg,Base/RMFD/RWMFD_part_1/0001/0066.jpg,256x187,.jpg,Singular,NO_Simulado,NO_Recortado,.
Clinico,0067.jpg,Base/RMFD/RWMFD_part_1/0001/0067.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0068.jpg,Base/RMFD/RWMFD_part_1/0001/0068.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0069.jpg,Base/RMFD/RWMFD_part_1/0001/0069.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0070.jpg,Base/RMFD/RWMFD_part_1/0001/0070.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0071.jpg,Base/RMFD/RWMFD_part_1/0001/0071.jpg,256x256,.jpg,Plural,Simulado,NO_Recortado,.
Tela,0072.jpg,Base/RMFD/RWMFD_part_1/0001/0072.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0073.jpg,Base/RMFD/RWMFD_part_1/0001/0073.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0074.jpg,Base/RMFD/RWMFD_part_1/0001/0074.jpg,256x256,.jpg,Singular,Simulado,Recortado,.
Convencional,0075.jpg,Base/RMFD/RWMFD_part_1/0001/0075.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0076.jpg,Base/RMFD/RWMFD_part_1/0001/0076.jpg,256x256,.jpg,Singular,Simulado,Recortado,.
Tela,0077.jpg,Base/RMFD/RWMFD_part_1/0001/0077.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Clinico,0078.jpg,Base/RMFD/RWMFD_part_1/0001/0078.jpg,256x226,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0079.jpg,Base/RMFD/RWMFD_part_1/0001/0079.jpg,204x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Clinico,0080.jpg,Base/RMFD/RWMFD_part_1/0001/0080.jpg,235x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0081.jpg,Base/RMFD/RWMFD_part_1/0001/0081.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0082.jpg,Base/RMFD/RWMFD_part_1/0001/0082.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0083.jpg,Base/RMFD/RWMFD_part_1/0001/0083.jpg,199x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0084.jpg,Base/RMFD/RWMFD_part_1/0001/0084.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0085.jpg,Base/RMFD/RWMFD_part_1/0001/0085.jpg,243x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Otros,0086.jpg,Base/RMFD/RWMFD_part_1/0001/0086.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,No es cubrebocas
Tela,0087.jpg,Base/RMFD/RWMFD_part_1/0001/0087.jpg,256x191,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0088.jpg,Base/RMFD/RWMFD_part_1/0001/0088.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0089.jpg,Base/RMFD/RWMFD_part_1/0001/0089.jpg,171x256,.jpg,Plural,Simulado,NO_Recortado,.
Tela,0090.jpg,Base/RMFD/RWMFD_part_1/0001/0090.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0091.jpg,Base/RMFD/RWMFD_part_1/0001/0091.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0092.jpg,Base/RMFD/RWMFD_part_1/0001/0092.jpg,190x256,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0093.jpg,Base/RMFD/RWMFD_part_1/0001/0093.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0094.jpg,Base/RMFD/RWMFD_part_1/0001/0094.jpg,256x256,.jpg,Plural,NO_Simulado,NO_Recortado,.
Tela,0095.jpg,Base/RMFD/RWMFD_part_1/0001/0095.jpg,209x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0096.jpg,Base/RMFD/RWMFD_part_1/0001/0096.jpg,256x144,.jpg,Singular,Simulado,Recortado,.
Tela,0097.jpg,Base/RMFD/RWMFD_part_1/0001/0097.jpg,256x256,.jpg,Plural,NO_Simulado,NO_Recortado,.
Convencional,0098.jpg,Base/RMFD/RWMFD_part_1/0001/0098.jpg,200x200,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0099.jpg,Base/RMFD/RWMFD_part_1/0001/0099.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0100.jpg,Base/RMFD/RWMFD_part_1/0001/0100.jpg,256x170,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0101.jpg,Base/RMFD/RWMFD_part_1/0001/0101.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0102.jpg,Base/RMFD/RWMFD_part_1/0001/0102.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0103.jpg,Base/RMFD/RWMFD_part_1/0001/0103.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0104.jpg,Base/RMFD/RWMFD_part_1/0001/0104.jpg,200x200,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0105.jpg,Base/RMFD/RWMFD_part_1/0001/0105.jpg,170x256,.jpg,Singular,NO_Simulado,Recortado,.
Tela,0106.jpg,Base/RMFD/RWMFD_part_1/0001/0106.jpg,197x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0107.jpg,Base/RMFD/RWMFD_part_1/0001/0107.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0108.jpg,Base/RMFD/RWMFD_part_1/0001/0108.jpg,256x256,.jpg,Plural,Simulado,NO_Recortado,.
Tela,0109.jpg,Base/RMFD/RWMFD_part_1/0001/0109.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0110.jpg,Base/RMFD/RWMFD_part_1/0001/0110.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Convencional,0111.jpg,Base/RMFD/RWMFD_part_1/0001/0111.jpg,256x192,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0112.jpg,Base/RMFD/RWMFD_part_1/0001/0112.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0113.jpg,Base/RMFD/RWMFD_part_1/0001/0113.jpg,256x256,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0114.jpg,Base/RMFD/RWMFD_part_1/0001/0114.jpg,230x310,.jpg,Singular,Simulado,NO_Recortado,.
Tela,0115.jpg,Base/RMFD/RWMFD_part_1/0001/0115.jpg,249x256,.jpg,Singular,Simulado,NO_Recortado,.
Convencional,0116.jpg,Base/RMFD/RWMFD_part_1/0001/0116.jpg,200x200,.jpg,Singular,NO_Simulado,NO_Recortado,.
Tela,0117.jpg,Base/RMFD/RWMFD_part_1/0001/0117.jpg,256x256,.jpg,Singular,Simulado,NO_Recortado,.
